text1,text2,prefix,sub10,lcs,inverted,heap,label
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,the construction workers are looking at something interesting ,0,0,23,4,32,1
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,some construction workers are falling from a tower ,0,0,23,2,19,0
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,none of the construction workers have shovels ,0,0,22,3,26,0
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,the construction workers are using a pick axes to poke each other ,0,0,23,3,21,0
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,  construction workers on their lunch break ,2,0,22,3,24,0
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,some construction workers found something intriguing ,0,0,22,3,28,1
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,safety workers fly over the clouds,0,0,9,2,13,0
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,  construction workers with shovels ,2,0,22,4,26,1
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,safety workers found something cool ,0,0,11,3,22,1
  safety jacket clad construction workers appear to be poking something interesting with their shovels ,three construction workers have shovels ,0,0,22,3,26,1
three male construction workers are examining something in a field  two of them are holding shovels ,two out of three costruction workers are holding shovels while examining an item in the field ,1,0,22,11,23,1
three male construction workers are examining something in a field  two of them are holding shovels ,one worker holding a shovel examines something in a field with two colleagues ,0,0,22,6,21,0
three male construction workers are examining something in a field  two of them are holding shovels ,three men stand outdoors examining something that is in a field ,7,0,21,6,23,1
three male construction workers are examining something in a field  two of them are holding shovels ,construction workers are looking at something in a field ,0,0,25,8,28,1
three male construction workers are examining something in a field  two of them are holding shovels ,two of the three are also wearing high heels,1,0,10,5,11,0
three male construction workers are examining something in a field  two of them are holding shovels ,three men are in the field,7,0,7,5,13,1
three male construction workers are examining something in a field  two of them are holding shovels ,two dogs are sleeping in a house ,1,0,9,5,9,0
three male construction workers are examining something in a field  two of them are holding shovels ,the workers are in the parking lot,2,0,13,4,13,0
three male construction workers are examining something in a field  two of them are holding shovels ,the three workers are outside,2,0,13,4,15,1
three male construction workers are examining something in a field  two of them are holding shovels ,construction workers are sitting around a table playing poker ,0,0,25,5,22,0
three male workers in bright jackets are working in a field with shovels ,most of the workers were female ,0,0,10,1,7,0
three male workers in bright jackets are working in a field with shovels ,men are digging ,0,0,5,1,3,1
three male workers in bright jackets are working in a field with shovels ,the male workers were outdoors ,2,0,15,2,11,1
three male workers in bright jackets are working in a field with shovels ,the three males are working,2,0,13,3,15,1
three male workers in bright jackets are working in a field with shovels ,the three workers are not working at all ,2,0,10,4,19,0
three male workers in bright jackets are working in a field with shovels ,three women are climbing trees ,6,0,6,2,8,0
three male workers in bright jackets are working in a field with shovels ,there are people working ,2,0,10,2,10,1
three male workers in bright jackets are working in a field with shovels ,there are nineteen blue cats from mars ,2,0,5,1,3,0
three male workers in bright jackets are working in a field with shovels ,the men are wearing very dull work clothes ,2,0,6,1,3,0
three male workers in bright jackets are working in a field with shovels ,the men are working with shovels ,2,0,14,4,18,1
people with safety vests stand in a field with shovels ,people in safety vests sit in benches eating lunch ,7,0,15,4,17,0
people with safety vests stand in a field with shovels ,the people in safety vests are outside ,0,0,14,4,17,1
men doing work in a field ,there are men working ,0,0,5,1,3,1
men doing work in a field ,there are women working ,0,0,5,0,0,0
a man in the city on a cellphone ,a man sleeps on the beach ,6,0,6,5,8,0
a man in the city on a cellphone ,a man talks on his cellphone ,6,0,11,5,14,1
two people heavily dressed  carrying backpacks  walk through snow ,there are two people walking in the snow ,1,0,11,3,13,1
a silver car with all of its doors open ,the car has doord,0,0,6,1,3,1
a silver car with all of its doors open ,it is a motorcycle,0,0,2,1,1,0
two people walk along the side of a snowy mountain ,a man and a woman are walking in the snow ,0,0,6,2,4,1
two people walk along the side of a snowy mountain ,people are sitting by a snowy mountain ,0,0,18,4,19,0
two people climbing a snowy mountain ,three men are climbing a snowy mountain ,1,0,28,4,21,0
two people climbing a snowy mountain ,two people are climbing a mountain ,11,1,13,5,22,1
people lean over in the snow ,there is snow and more than one person ,0,0,6,1,4,1
people lean over in the snow ,the day is warm and summery ,0,0,4,1,3,0
two people  with buildings behind them  are standing near a blue car with two doors open ,two people are standing ,11,1,14,5,17,1
two people  with buildings behind them  are standing near a blue car with two doors open ,the car is orange ,1,0,6,1,3,0
people in a city gathered around a blue station wagon ,people are next to a vehicle in the city ,7,0,7,5,12,1
people in a city gathered around a blue station wagon ,the station wagon is green ,0,0,16,2,12,0
a light blue car stopped outside with all its doors open ,a car is in a race ,2,0,5,2,4,0
a light blue car stopped outside with all its doors open ,a car is parked with all of its doors open ,2,0,16,7,13,1
woman in white dress holds dove while sitting in flowered tree ,the woman is wearing black with doves perched in the tree above her ,0,0,7,4,11,0
woman in white dress holds dove while sitting in flowered tree ,woman is outdoors and cradling a dove ,7,0,7,2,9,1
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman is blonde ,0,0,8,1,5,1
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman has red hair ,0,0,7,1,5,0
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman beats two eggs to make breakfast for her husband ,0,0,7,1,5,0
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman is playing the trumpet on the diving board ,0,0,8,1,5,0
a blond woman in a white dress sits in a flowering tree while holding a white bird ,a white bird is being held by a woman who is blonde  dressed in a white dress  and sitting in a flowering tree ,2,0,21,13,19,1
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman uses her other hand to balance on the branch ,0,0,7,1,5,1
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman was under her bed,0,0,7,1,5,0
a blond woman in a white dress sits in a flowering tree while holding a white bird ,a bird is caged by a woman in a house ,3,0,12,8,11,0
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman was outside,0,0,7,1,5,1
a blond woman in a white dress sits in a flowering tree while holding a white bird ,the woman is older than    years old ,0,0,8,1,5,1
a blond girl in a white dress holding a bird in a tree ,a lady is wearing a dress holding a mouse,2,0,17,6,13,0
a blond girl in a white dress holding a bird in a tree ,a lady is wearing a dress holding a bird,2,0,21,7,16,1
a woman is holding a bird while sitting in a flowering tree ,there are flowers on the tree,0,0,7,1,4,1
a woman is holding a bird while sitting in a flowering tree ,a woman is holding a bird ,26,1,26,7,16,1
a woman is holding a bird while sitting in a flowering tree ,a woman shoveling snow from her driveway ,8,0,8,4,7,0
a woman is holding a bird while sitting in a flowering tree ,the tree has fallen on a bird while sad owner looks concerned,0,0,15,6,13,0
a woman is holding a bird while sitting in a flowering tree ,a woman and bird sit together,8,0,8,5,10,1
a woman is holding a bird while sitting in a flowering tree ,the woman is climbing up the tree ,0,0,10,3,11,0
a woman is holding a bird while sitting in a flowering tree ,the woman is standing on the tree,0,0,10,3,11,0
a woman is holding a bird while sitting in a flowering tree ,the person is outdoors ,0,0,5,1,2,1
a woman is holding a bird while sitting in a flowering tree ,the woman is swimming in the ocean with her bird ,0,0,10,4,11,0
a woman is holding a bird while sitting in a flowering tree ,the woman is older than    ,0,0,10,2,7,1
people picking in a marsh ,people are ice fishing ,7,0,7,1,6,0
people picking in a marsh ,people are near a body of water ,7,0,7,2,7,1
woman sitting in tree with dove ,a man hunts ducks ,0,0,4,0,0,0
